Attendance_ID,Employee_ID,Month,Working_Days,Present_Days,Leave_Days,Absent_Days,Overtime_Hours
ATT004802,EMP0401,2025-02-01 00:00:00,23,22,1,0,13.5
ATT004803,EMP0401,2025-03-01 00:00:00,21,20,1,0,18.5
ATT004804,EMP0401,2025-04-01 00:00:00,22,18,0,4,0
ATT004805,EMP0401,2025-05-01 00:00:00,21,17,1,3,3.8
ATT004806,EMP0401,2025-06-01 00:00:00,22,21,1,0,9.5
ATT004807,EMP0401,2025-07-01 00:00:00,22,19,1,2,0.5
ATT004808,EMP0401,2025-08-01 00:00:00,21,20,0,1,11.1
ATT004809,EMP0401,2025-09-01 00:00:00,20,19,1,0,11.8
ATT004810,EMP0401,2025-10-01 00:00:00,21,19,2,0,9.7
ATT004811,EMP0401,2025-11-01 00:00:00,21,17,0,4,13.9
ATT004812,EMP0401,2025-12-01 00:00:00,23,21,1,1,4
ATT004813,EMP0402,2025-01-01 00:00:00,20,18,2,0,4.6
ATT004814,EMP0402,2025-02-01 00:00:00,21,21,0,0,14.2
ATT004815,EMP0402,2025-03-01 00:00:00,20,18,0,2,4.3
ATT004816,EMP0402,2025-04-01 00:00:00,22,17,1,4,5.1
ATT004817,EMP0402,2025-05-01 00:00:00,22,20,0,2,17.3
ATT004818,EMP0402,2025-06-01 00:00:00,22,17,0,5,16.5
ATT004819,EMP0402,2025-07-01 00:00:00,23,21,1,1,0.1
ATT004820,EMP0402,2025-08-01 00:00:00,21,19,1,1,2
ATT004821,EMP0402,2025-09-01 00:00:00,21,18,0,3,7.9
ATT004822,EMP0402,2025-10-01 00:00:00,21,19,1,1,10.2
ATT004823,EMP0402,2025-11-01 00:00:00,21,19,0,2,7.6
ATT004824,EMP0402,2025-12-01 00:00:00,22,19,2,1,14.9
ATT004825,EMP0403,2025-01-01 00:00:00,22,22,0,0,5.3
ATT004826,EMP0403,2025-02-01 00:00:00,21,20,1,0,6.8
ATT004827,EMP0403,2025-03-01 00:00:00,21,18,1,2,6.2
ATT004828,EMP0403,2025-04-01 00:00:00,22,21,1,0,2.7
ATT004829,EMP0403,2025-05-01 00:00:00,21,15,3,3,15.1
ATT004830,EMP0403,2025-06-01 00:00:00,22,19,1,2,12.9
ATT004831,EMP0403,2025-07-01 00:00:00,22,20,0,2,9.8
ATT004832,EMP0403,2025-08-01 00:00:00,21,17,2,2,5.2
ATT004833,EMP0403,2025-09-01 00:00:00,23,22,1,0,13.3
ATT004834,EMP0403,2025-10-01 00:00:00,23,19,1,3,2.7
ATT004835,EMP0403,2025-11-01 00:00:00,22,20,1,1,7.2
ATT004836,EMP0403,2025-12-01 00:00:00,23,21,1,1,8
ATT004837,EMP0404,2025-01-01 00:00:00,22,21,1,0,0
ATT004838,EMP0404,2025-02-01 00:00:00,22,20,1,1,4.5
ATT004839,EMP0404,2025-03-01 00:00:00,22,22,0,0,7.9
ATT004840,EMP0404,2025-04-01 00:00:00,22,20,2,0,12.8
ATT004841,EMP0404,2025-05-01 00:00:00,21,17,1,3,9.9
ATT004842,EMP0404,2025-06-01 00:00:00,22,21,1,0,6.1
ATT004843,EMP0404,2025-07-01 00:00:00,23,20,0,3,2.3
ATT004844,EMP0404,2025-08-01 00:00:00,22,17,1,4,6.9
ATT004845,EMP0404,2025-09-01 00:00:00,22,22,0,0,6.9
ATT004846,EMP0404,2025-10-01 00:00:00,22,17,1,4,8.5
ATT004847,EMP0404,2025-11-01 00:00:00,22,19,1,2,16.9
ATT004848,EMP0404,2025-12-01 00:00:00,21,20,0,1,0
ATT004849,EMP0405,2025-01-01 00:00:00,23,22,0,1,1.9
ATT004850,EMP0405,2025-02-01 00:00:00,22,19,1,2,7.4
ATT004851,EMP0405,2025-03-01 00:00:00,23,20,2,1,7.6
ATT004852,EMP0405,2025-04-01 00:00:00,22,19,1,2,7.9
ATT004853,EMP0405,2025-05-01 00:00:00,22,18,0,4,17.4
ATT004854,EMP0405,2025-06-01 00:00:00,23,22,1,0,11.5
ATT004855,EMP0405,2025-07-01 00:00:00,21,21,0,0,16
ATT004856,EMP0405,2025-08-01 00:00:00,21,17,2,2,12.4
ATT004857,EMP0405,2025-09-01 00:00:00,21,18,2,1,4.9
ATT004858,EMP0405,2025-10-01 00:00:00,22,20,1,1,3.6
ATT004859,EMP0405,2025-11-01 00:00:00,22,22,0,0,4.7
ATT004860,EMP0405,2025-12-01 00:00:00,22,20,2,0,9
ATT004861,EMP0406,2025-01-01 00:00:00,22,17,1,4,17.7
ATT004862,EMP0406,2025-02-01 00:00:00,22,15,3,4,0
ATT004863,EMP0406,2025-03-01 00:00:00,21,19,1,1,10.8
ATT004864,EMP0406,2025-04-01 00:00:00,23,22,1,0,12.4
ATT004865,EMP0406,2025-05-01 00:00:00,21,20,1,0,17.4
ATT004866,EMP0406,2025-06-01 00:00:00,23,21,1,1,17
ATT004867,EMP0406,2025-07-01 00:00:00,22,19,2,1,4.6
ATT004868,EMP0406,2025-08-01 00:00:00,22,20,1,1,3.1
ATT004869,EMP0406,2025-09-01 00:00:00,22,21,0,1,0
ATT004870,EMP0406,2025-10-01 00:00:00,22,21,1,0,10.8
ATT004871,EMP0406,2025-11-01 00:00:00,22,22,0,0,4.9
ATT004872,EMP0406,2025-12-01 00:00:00,22,22,0,0,2.1
ATT004873,EMP0407,2025-01-01 00:00:00,21,19,0,2,5
ATT004874,EMP0407,2025-02-01 00:00:00,22,21,1,0,12.5
ATT004875,EMP0407,2025-03-01 00:00:00,21,18,1,2,17.6
ATT004876,EMP0407,2025-04-01 00:00:00,22,21,1,0,2.6
ATT004877,EMP0407,2025-05-01 00:00:00,20,18,2,0,11.7
ATT004878,EMP0407,2025-06-01 00:00:00,22,21,0,1,10.9
ATT004879,EMP0407,2025-07-01 00:00:00,20,16,3,1,6.5
ATT004880,EMP0407,2025-08-01 00:00:00,22,20,2,0,9.6
ATT004881,EMP0407,2025-09-01 00:00:00,22,19,3,0,19.6
ATT004882,EMP0407,2025-10-01 00:00:00,22,19,1,2,2.8
ATT004883,EMP0407,2025-11-01 00:00:00,22,19,2,1,0.1
ATT004884,EMP0407,2025-12-01 00:00:00,22,17,0,5,14.9
ATT004885,EMP0408,2025-01-01 00:00:00,22,19,0,3,4.6
ATT004886,EMP0408,2025-02-01 00:00:00,21,21,0,0,9.4
ATT004887,EMP0408,2025-03-01 00:00:00,21,18,2,1,11.2
ATT004888,EMP0408,2025-04-01 00:00:00,22,20,0,2,10
ATT004889,EMP0408,2025-05-01 00:00:00,22,20,1,1,11
ATT004890,EMP0408,2025-06-01 00:00:00,21,19,2,0,0
ATT004891,EMP0408,2025-07-01 00:00:00,20,18,1,1,8.8
ATT004892,EMP0408,2025-08-01 00:00:00,21,16,1,4,13.7
ATT004893,EMP0408,2025-09-01 00:00:00,21,19,1,1,0.2
ATT004894,EMP0408,2025-10-01 00:00:00,20,20,0,0,10.9
ATT004895,EMP0408,2025-11-01 00:00:00,20,18,0,2,1.6
ATT004896,EMP0408,2025-12-01 00:00:00,23,23,0,0,11.5
ATT004897,EMP0409,2025-01-01 00:00:00,22,20,1,1,10.2
ATT004898,EMP0409,2025-02-01 00:00:00,21,16,1,4,3.3
ATT004899,EMP0409,2025-03-01 00:00:00,21,19,2,0,10.8
ATT004900,EMP0409,2025-04-01 00:00:00,22,22,0,0,15.3
ATT004901,EMP0409,2025-05-01 00:00:00,22,20,0,2,15.1
ATT004902,EMP0409,2025-06-01 00:00:00,22,21,1,0,19.8
ATT004903,EMP0409,2025-07-01 00:00:00,22,18,1,3,13.9
ATT004904,EMP0409,2025-08-01 00:00:00,23,23,0,0,5
ATT004905,EMP0409,2025-09-01 00:00:00,20,17,0,3,0.5
ATT004906,EMP0409,2025-10-01 00:00:00,22,19,1,2,2.6
ATT004907,EMP0409,2025-11-01 00:00:00,22,17,2,3,7.8
ATT004908,EMP0409,2025-12-01 00:00:00,21,19,0,2,0
ATT004909,EMP0410,2025-01-01 00:00:00,21,18,1,2,8
ATT004910,EMP0410,2025-02-01 00:00:00,22,21,0,1,4.5
ATT004911,EMP0410,2025-03-01 00:00:00,21,15,2,4,14.8
ATT004912,EMP0410,2025-04-01 00:00:00,20,19,0,1,13.7
ATT004913,EMP0410,2025-05-01 00:00:00,22,21,1,0,13.3
ATT004914,EMP0410,2025-06-01 00:00:00,22,20,0,2,4.1
ATT004915,EMP0410,2025-07-01 00:00:00,22,17,0,5,2.7
ATT004916,EMP0410,2025-08-01 00:00:00,21,19,1,1,16.8
ATT004917,EMP0410,2025-09-01 00:00:00,21,19,1,1,15.2
ATT004918,EMP0410,2025-10-01 00:00:00,22,21,0,1,15.2
ATT004919,EMP0410,2025-11-01 00:00:00,22,16,1,5,5.2
ATT004920,EMP0410,2025-12-01 00:00:00,22,21,1,0,6.5
ATT004921,EMP0411,2025-01-01 00:00:00,23,15,3,5,0.5
ATT004922,EMP0411,2025-02-01 00:00:00,23,21,0,2,9.4
ATT004923,EMP0411,2025-03-01 00:00:00,21,20,0,1,12.7
ATT004924,EMP0411,2025-04-01 00:00:00,22,20,0,2,0
ATT004925,EMP0411,2025-05-01 00:00:00,23,21,1,1,14
ATT004926,EMP0411,2025-06-01 00:00:00,23,22,0,1,20.2
ATT004927,EMP0411,2025-07-01 00:00:00,22,20,1,1,6.9
ATT004928,EMP0411,2025-08-01 00:00:00,22,17,2,3,11.2
ATT004929,EMP0411,2025-09-01 00:00:00,22,20,1,1,0
ATT004930,EMP0411,2025-10-01 00:00:00,22,21,0,1,6.4
ATT004931,EMP0411,2025-11-01 00:00:00,21,19,0,2,13.5
ATT004932,EMP0411,2025-12-01 00:00:00,22,19,0,3,12.3
ATT004933,EMP0412,2025-01-01 00:00:00,22,22,0,0,16.4
ATT004934,EMP0412,2025-02-01 00:00:00,21,18,1,2,16.7
ATT004935,EMP0412,2025-03-01 00:00:00,21,21,0,0,7.4
ATT004936,EMP0412,2025-04-01 00:00:00,22,22,0,0,8.1
ATT004937,EMP0412,2025-05-01 00:00:00,22,21,0,1,8.5
ATT004938,EMP0412,2025-06-01 00:00:00,22,20,1,1,6.9
ATT004939,EMP0412,2025-07-01 00:00:00,21,18,1,2,0
ATT004940,EMP0412,2025-08-01 00:00:00,21,20,1,0,5.5
ATT004941,EMP0412,2025-09-01 00:00:00,23,22,0,1,12.6
ATT004942,EMP0412,2025-10-01 00:00:00,22,16,3,3,2
ATT004943,EMP0412,2025-11-01 00:00:00,22,19,1,2,14
ATT004944,EMP0412,2025-12-01 00:00:00,21,19,0,2,4.9
ATT004945,EMP0413,2025-01-01 00:00:00,22,20,2,0,14
ATT004946,EMP0413,2025-02-01 00:00:00,21,19,1,1,0
ATT004947,EMP0413,2025-03-01 00:00:00,22,22,0,0,20.5
ATT004948,EMP0413,2025-04-01 00:00:00,22,19,1,2,9.6
ATT004949,EMP0413,2025-05-01 00:00:00,21,17,0,4,15.6
ATT004950,EMP0413,2025-06-01 00:00:00,22,18,0,4,14.4
ATT004951,EMP0413,2025-07-01 00:00:00,22,22,0,0,16.7
ATT004952,EMP0413,2025-08-01 00:00:00,23,18,1,4,0
ATT004953,EMP0413,2025-09-01 00:00:00,22,21,1,0,7.4
ATT004954,EMP0413,2025-10-01 00:00:00,22,21,0,1,18.5
ATT004955,EMP0413,2025-11-01 00:00:00,22,21,1,0,9.6
ATT004956,EMP0413,2025-12-01 00:00:00,21,16,2,3,18.5
ATT004957,EMP0414,2025-01-01 00:00:00,23,19,2,2,7.6
ATT004958,EMP0414,2025-02-01 00:00:00,21,17,0,4,1.8
ATT004959,EMP0414,2025-03-01 00:00:00,21,19,0,2,14.2
ATT004960,EMP0414,2025-04-01 00:00:00,20,18,0,2,3.8
ATT004961,EMP0414,2025-05-01 00:00:00,22,20,2,0,0.7
ATT004962,EMP0414,2025-06-01 00:00:00,21,21,0,0,6.9
ATT004963,EMP0414,2025-07-01 00:00:00,22,20,1,1,15.8
ATT004964,EMP0414,2025-08-01 00:00:00,22,20,1,1,0
ATT004965,EMP0414,2025-09-01 00:00:00,21,18,0,3,7.5
ATT004966,EMP0414,2025-10-01 00:00:00,22,21,1,0,17.3
ATT004967,EMP0414,2025-11-01 00:00:00,20,18,1,1,0
ATT004968,EMP0414,2025-12-01 00:00:00,22,20,2,0,2
ATT004969,EMP0415,2025-01-01 00:00:00,22,19,0,3,2
ATT004970,EMP0415,2025-02-01 00:00:00,21,20,1,0,11.5
ATT004971,EMP0415,2025-03-01 00:00:00,22,20,1,1,0
ATT004972,EMP0415,2025-04-01 00:00:00,23,19,2,2,13.1
ATT004973,EMP0415,2025-05-01 00:00:00,20,17,1,2,8.8
ATT004974,EMP0415,2025-06-01 00:00:00,22,20,0,2,10.5
ATT004975,EMP0415,2025-07-01 00:00:00,23,19,1,3,10.7
ATT004976,EMP0415,2025-08-01 00:00:00,21,18,1,2,11.1
ATT004977,EMP0415,2025-09-01 00:00:00,22,16,2,4,0
ATT004978,EMP0415,2025-10-01 00:00:00,22,20,0,2,0.7
ATT004979,EMP0415,2025-11-01 00:00:00,21,19,0,2,11.1
ATT004980,EMP0415,2025-12-01 00:00:00,23,21,2,0,13.6
ATT004981,EMP0416,2025-01-01 00:00:00,21,16,0,5,2.7
ATT004982,EMP0416,2025-02-01 00:00:00,22,21,1,0,18.4
ATT004983,EMP0416,2025-03-01 00:00:00,23,23,0,0,3.6
ATT004984,EMP0416,2025-04-01 00:00:00,22,21,0,1,0
ATT004985,EMP0416,2025-05-01 00:00:00,21,15,1,5,11.7
ATT004986,EMP0416,2025-06-01 00:00:00,20,18,0,2,9.6
ATT004987,EMP0416,2025-07-01 00:00:00,21,20,0,1,6.1
ATT004988,EMP0416,2025-08-01 00:00:00,21,20,1,0,7.5
ATT004989,EMP0416,2025-09-01 00:00:00,22,22,0,0,11.5
ATT004990,EMP0416,2025-10-01 00:00:00,22,22,0,0,9.5
ATT004991,EMP0416,2025-11-01 00:00:00,20,17,1,2,8.4
ATT004992,EMP0416,2025-12-01 00:00:00,21,18,1,2,8.1
ATT004993,EMP0417,2025-01-01 00:00:00,21,16,2,3,5.4
ATT004994,EMP0417,2025-02-01 00:00:00,21,19,2,0,7.7
ATT004995,EMP0417,2025-03-01 00:00:00,21,17,1,3,0
ATT004996,EMP0417,2025-04-01 00:00:00,21,19,0,2,1.5
ATT004997,EMP0417,2025-05-01 00:00:00,21,21,0,0,14.1
ATT004998,EMP0417,2025-06-01 00:00:00,22,20,1,1,11.4
ATT004999,EMP0417,2025-07-01 00:00:00,21,20,0,1,4.4
ATT005000,EMP0417,2025-08-01 00:00:00,21,15,3,3,2
ATT005001,EMP0417,2025-09-01 00:00:00,22,19,0,3,15.5
ATT005002,EMP0417,2025-10-01 00:00:00,21,20,0,1,11.8
ATT005003,EMP0417,2025-11-01 00:00:00,20,20,0,0,16.8
ATT005004,EMP0417,2025-12-01 00:00:00,23,18,2,3,8.3
ATT005005,EMP0418,2025-01-01 00:00:00,20,15,1,4,10.5
ATT005006,EMP0418,2025-02-01 00:00:00,23,18,1,4,0
ATT005007,EMP0418,2025-03-01 00:00:00,21,20,0,1,3.9
ATT005008,EMP0418,2025-04-01 00:00:00,21,20,0,1,4.1
ATT005009,EMP0418,2025-05-01 00:00:00,22,21,0,1,9.4
ATT005010,EMP0418,2025-06-01 00:00:00,22,19,1,2,2.7
ATT005011,EMP0418,2025-07-01 00:00:00,21,19,0,2,8.7
ATT005012,EMP0418,2025-08-01 00:00:00,23,22,0,1,15.9
ATT005013,EMP0418,2025-09-01 00:00:00,21,20,1,0,8.4
ATT005014,EMP0418,2025-10-01 00:00:00,23,21,1,1,8.5
ATT005015,EMP0418,2025-11-01 00:00:00,21,20,0,1,14.5
ATT005016,EMP0418,2025-12-01 00:00:00,21,19,2,0,12.4
ATT005017,EMP0419,2025-01-01 00:00:00,21,18,1,2,0
ATT005018,EMP0419,2025-02-01 00:00:00,22,20,1,1,4.2
ATT005019,EMP0419,2025-03-01 00:00:00,22,17,0,5,11.5
ATT005020,EMP0419,2025-04-01 00:00:00,22,19,2,1,2.2
ATT005021,EMP0419,2025-05-01 00:00:00,22,21,0,1,3.9
ATT005022,EMP0419,2025-06-01 00:00:00,22,22,0,0,7
ATT005023,EMP0419,2025-07-01 00:00:00,22,19,1,2,4.8
ATT005024,EMP0419,2025-08-01 00:00:00,21,18,1,2,0
ATT005025,EMP0419,2025-09-01 00:00:00,21,19,1,1,12.1
ATT005026,EMP0419,2025-10-01 00:00:00,21,18,1,2,0
ATT005027,EMP0419,2025-11-01 00:00:00,22,21,0,1,9.7
ATT005028,EMP0419,2025-12-01 00:00:00,21,19,2,0,0
ATT005029,EMP0420,2025-01-01 00:00:00,23,20,1,2,3.1
ATT005030,EMP0420,2025-02-01 00:00:00,21,17,1,3,11.1
ATT005031,EMP0420,2025-03-01 00:00:00,21,15,1,5,10.6
ATT005032,EMP0420,2025-04-01 00:00:00,20,19,1,0,2.6
ATT005033,EMP0420,2025-05-01 00:00:00,22,19,1,2,7.1
ATT005034,EMP0420,2025-06-01 00:00:00,21,15,2,4,8.1
ATT005035,EMP0420,2025-07-01 00:00:00,22,17,1,4,6.2
ATT005036,EMP0420,2025-08-01 00:00:00,21,19,1,1,9.5
ATT005037,EMP0420,2025-09-01 00:00:00,22,17,0,5,6.1
ATT005038,EMP0420,2025-10-01 00:00:00,20,18,2,0,0
ATT005039,EMP0420,2025-11-01 00:00:00,21,18,0,3,18.5
ATT005040,EMP0420,2025-12-01 00:00:00,22,18,1,3,8.5
ATT005041,EMP0421,2025-01-01 00:00:00,22,16,2,4,12.5
ATT005042,EMP0421,2025-02-01 00:00:00,22,20,0,2,13.4
ATT005043,EMP0421,2025-03-01 00:00:00,22,21,0,1,4.5
ATT005044,EMP0421,2025-04-01 00:00:00,22,20,0,2,4
ATT005045,EMP0421,2025-05-01 00:00:00,21,21,0,0,1.8
ATT005046,EMP0421,2025-06-01 00:00:00,21,19,0,2,20
ATT005047,EMP0421,2025-07-01 00:00:00,22,18,1,3,3.8
ATT005048,EMP0421,2025-08-01 00:00:00,21,20,0,1,14.4
ATT005049,EMP0421,2025-09-01 00:00:00,22,19,1,2,15.4
ATT005050,EMP0421,2025-10-01 00:00:00,21,20,1,0,17.6
ATT005051,EMP0421,2025-11-01 00:00:00,22,20,1,1,16.6
ATT005052,EMP0421,2025-12-01 00:00:00,23,21,1,1,9.4
ATT005053,EMP0422,2025-01-01 00:00:00,21,19,1,1,4.9
ATT005054,EMP0422,2025-02-01 00:00:00,23,18,2,3,2.5
ATT005055,EMP0422,2025-03-01 00:00:00,22,19,3,0,2.6
ATT005056,EMP0422,2025-04-01 00:00:00,21,19,1,1,10.8
ATT005057,EMP0422,2025-05-01 00:00:00,21,19,2,0,4.7
ATT005058,EMP0422,2025-06-01 00:00:00,23,19,3,1,9
ATT005059,EMP0422,2025-07-01 00:00:00,20,19,1,0,14.1
ATT005060,EMP0422,2025-08-01 00:00:00,22,21,0,1,6.8
ATT005061,EMP0422,2025-09-01 00:00:00,22,22,0,0,9.5
ATT005062,EMP0422,2025-10-01 00:00:00,22,21,0,1,12.5
ATT005063,EMP0422,2025-11-01 00:00:00,21,17,2,2,11.2
ATT005064,EMP0422,2025-12-01 00:00:00,22,17,2,3,7.3
ATT005065,EMP0423,2025-01-01 00:00:00,23,21,0,2,17.3
ATT005066,EMP0423,2025-02-01 00:00:00,22,19,1,2,10.8
ATT005067,EMP0423,2025-03-01 00:00:00,21,20,0,1,3.8
ATT005068,EMP0423,2025-04-01 00:00:00,22,21,1,0,4.3
ATT005069,EMP0423,2025-05-01 00:00:00,20,19,0,1,4.8
ATT005070,EMP0423,2025-06-01 00:00:00,21,19,0,2,0
ATT005071,EMP0423,2025-07-01 00:00:00,22,19,0,3,11.4
ATT005072,EMP0423,2025-08-01 00:00:00,20,18,1,1,8.9
ATT005073,EMP0423,2025-09-01 00:00:00,21,20,1,0,13
ATT005074,EMP0423,2025-10-01 00:00:00,22,19,0,3,1.8
ATT005075,EMP0423,2025-11-01 00:00:00,23,21,2,0,10.4
ATT005076,EMP0423,2025-12-01 00:00:00,22,21,1,0,11.5
ATT005077,EMP0424,2025-01-01 00:00:00,22,19,1,2,0
ATT005078,EMP0424,2025-02-01 00:00:00,23,22,0,1,11.5
ATT005079,EMP0424,2025-03-01 00:00:00,22,21,1,0,4.3
ATT005080,EMP0424,2025-04-01 00:00:00,22,21,0,1,1.5
ATT005081,EMP0424,2025-05-01 00:00:00,22,19,0,3,0
ATT005082,EMP0424,2025-06-01 00:00:00,22,19,0,3,12.4
ATT005083,EMP0424,2025-07-01 00:00:00,21,19,1,1,18.7
ATT005084,EMP0424,2025-08-01 00:00:00,23,20,0,3,5.1
ATT005085,EMP0424,2025-09-01 00:00:00,23,22,1,0,15.8
ATT005086,EMP0424,2025-10-01 00:00:00,23,21,0,2,10.3
ATT005087,EMP0424,2025-11-01 00:00:00,23,20,1,2,7.8
ATT005088,EMP0424,2025-12-01 00:00:00,22,19,2,1,16
ATT005089,EMP0425,2025-01-01 00:00:00,22,20,0,2,1.2
ATT005090,EMP0425,2025-02-01 00:00:00,22,20,0,2,9.8
ATT005091,EMP0425,2025-03-01 00:00:00,22,20,0,2,7
ATT005092,EMP0425,2025-04-01 00:00:00,21,17,0,4,12.3
ATT005093,EMP0425,2025-05-01 00:00:00,22,20,1,1,11.1
ATT005094,EMP0425,2025-06-01 00:00:00,22,22,0,0,6.4
ATT005095,EMP0425,2025-07-01 00:00:00,22,21,0,1,7.9
ATT005096,EMP0425,2025-08-01 00:00:00,21,19,0,2,12.7
ATT005097,EMP0425,2025-09-01 00:00:00,21,18,3,0,1.5
ATT005098,EMP0425,2025-10-01 00:00:00,22,18,0,4,3.8
ATT005099,EMP0425,2025-11-01 00:00:00,22,21,0,1,11.8
ATT005100,EMP0425,2025-12-01 00:00:00,22,22,0,0,2.3
ATT005101,EMP0426,2025-01-01 00:00:00,23,22,1,0,0
ATT005102,EMP0426,2025-02-01 00:00:00,22,22,0,0,12.5
ATT005103,EMP0426,2025-03-01 00:00:00,22,22,0,0,0.3
ATT005104,EMP0426,2025-04-01 00:00:00,22,19,1,2,0
ATT005105,EMP0426,2025-05-01 00:00:00,22,20,0,2,7.7
ATT005106,EMP0426,2025-06-01 00:00:00,21,20,0,1,2.7
ATT005107,EMP0426,2025-07-01 00:00:00,23,18,2,3,11.4
ATT005108,EMP0426,2025-08-01 00:00:00,23,23,0,0,7
ATT005109,EMP0426,2025-09-01 00:00:00,20,14,1,5,14.7
ATT005110,EMP0426,2025-10-01 00:00:00,23,21,1,1,0
ATT005111,EMP0426,2025-11-01 00:00:00,23,23,0,0,3.1
ATT005112,EMP0426,2025-12-01 00:00:00,20,17,0,3,14.4
ATT005113,EMP0427,2025-01-01 00:00:00,20,17,3,0,0.9
ATT005114,EMP0427,2025-02-01 00:00:00,22,19,0,3,0.6
ATT005115,EMP0427,2025-03-01 00:00:00,21,21,0,0,3.2
ATT005116,EMP0427,2025-04-01 00:00:00,22,21,1,0,15.5
ATT005117,EMP0427,2025-05-01 00:00:00,21,18,1,2,6.7
ATT005118,EMP0427,2025-06-01 00:00:00,21,19,2,0,3.6
ATT005119,EMP0427,2025-07-01 00:00:00,23,22,0,1,5.7
ATT005120,EMP0427,2025-08-01 00:00:00,20,16,1,3,3.6
ATT005121,EMP0427,2025-09-01 00:00:00,22,21,1,0,4.5
ATT005122,EMP0427,2025-10-01 00:00:00,22,20,2,0,0
ATT005123,EMP0427,2025-11-01 00:00:00,23,22,0,1,0
ATT005124,EMP0427,2025-12-01 00:00:00,22,21,1,0,11.9
ATT005125,EMP0428,2025-01-01 00:00:00,22,20,1,1,0
ATT005126,EMP0428,2025-02-01 00:00:00,21,20,1,0,7.5
ATT005127,EMP0428,2025-03-01 00:00:00,22,21,0,1,20.1
ATT005128,EMP0428,2025-04-01 00:00:00,21,19,1,1,9.7
ATT005129,EMP0428,2025-05-01 00:00:00,20,17,1,2,11.5
ATT005130,EMP0428,2025-06-01 00:00:00,22,20,1,1,7.5
ATT005131,EMP0428,2025-07-01 00:00:00,22,17,2,3,13.8
ATT005132,EMP0428,2025-08-01 00:00:00,21,17,1,3,5.6
ATT005133,EMP0428,2025-09-01 00:00:00,21,17,3,1,7.3
ATT005134,EMP0428,2025-10-01 00:00:00,21,16,2,3,6.1
ATT005135,EMP0428,2025-11-01 00:00:00,22,19,2,1,5.2
ATT005136,EMP0428,2025-12-01 00:00:00,21,21,0,0,5.2
ATT005137,EMP0429,2025-01-01 00:00:00,23,21,2,0,13.1
ATT005138,EMP0429,2025-02-01 00:00:00,20,16,2,2,5.7
ATT005139,EMP0429,2025-03-01 00:00:00,21,21,0,0,10.6
ATT005140,EMP0429,2025-04-01 00:00:00,23,20,1,2,4
ATT005141,EMP0429,2025-05-01 00:00:00,20,20,0,0,16.3
ATT005142,EMP0429,2025-06-01 00:00:00,22,20,0,2,2.4
ATT005143,EMP0429,2025-07-01 00:00:00,22,18,2,2,7.1
ATT005144,EMP0429,2025-08-01 00:00:00,21,17,1,3,4.3
ATT005145,EMP0429,2025-09-01 00:00:00,23,22,1,0,20.3
ATT005146,EMP0429,2025-10-01 00:00:00,21,20,1,0,12.9
ATT005147,EMP0429,2025-11-01 00:00:00,22,20,0,2,8.2
ATT005148,EMP0429,2025-12-01 00:00:00,22,21,1,0,12.7
ATT005149,EMP0430,2025-01-01 00:00:00,22,20,1,1,5.5
ATT005150,EMP0430,2025-02-01 00:00:00,22,20,0,2,3.4
ATT005151,EMP0430,2025-03-01 00:00:00,21,18,0,3,14.8
ATT005152,EMP0430,2025-04-01 00:00:00,22,17,2,3,13.8
ATT005153,EMP0430,2025-05-01 00:00:00,22,19,0,3,5
ATT005154,EMP0430,2025-06-01 00:00:00,22,20,0,2,17.5
ATT005155,EMP0430,2025-07-01 00:00:00,22,15,2,5,4.7
ATT005156,EMP0430,2025-08-01 00:00:00,23,20,1,2,0
ATT005157,EMP0430,2025-09-01 00:00:00,22,22,0,0,10.1
ATT005158,EMP0430,2025-10-01 00:00:00,20,17,2,1,9
ATT005159,EMP0430,2025-11-01 00:00:00,22,19,1,2,0
ATT005160,EMP0430,2025-12-01 00:00:00,23,23,0,0,10.7
ATT005161,EMP0431,2025-01-01 00:00:00,21,20,0,1,6.9
ATT005162,EMP0431,2025-02-01 00:00:00,22,21,0,1,0
ATT005163,EMP0431,2025-03-01 00:00:00,23,21,1,1,2.7
ATT005164,EMP0431,2025-04-01 00:00:00,22,21,1,0,6.2
ATT005165,EMP0431,2025-05-01 00:00:00,21,17,0,4,8.2
ATT005166,EMP0431,2025-06-01 00:00:00,23,21,0,2,13.8
ATT005167,EMP0431,2025-07-01 00:00:00,22,19,1,2,4.2
ATT005168,EMP0431,2025-08-01 00:00:00,22,22,0,0,1.3
ATT005169,EMP0431,2025-09-01 00:00:00,22,20,0,2,0.6
ATT005170,EMP0431,2025-10-01 00:00:00,21,20,0,1,7.4
ATT005171,EMP0431,2025-11-01 00:00:00,22,20,0,2,0
ATT005172,EMP0431,2025-12-01 00:00:00,21,18,1,2,10.4
ATT005173,EMP0432,2025-01-01 00:00:00,23,15,3,5,0.5
ATT005174,EMP0432,2025-02-01 00:00:00,20,19,0,1,3.7
ATT005175,EMP0432,2025-03-01 00:00:00,22,20,0,2,10.2
ATT005176,EMP0432,2025-04-01 00:00:00,21,16,2,3,2
ATT005177,EMP0432,2025-05-01 00:00:00,21,20,1,0,0
ATT005178,EMP0432,2025-06-01 00:00:00,22,21,1,0,10.1
ATT005179,EMP0432,2025-07-01 00:00:00,21,19,1,1,16.7
ATT005180,EMP0432,2025-08-01 00:00:00,21,18,0,3,7.9
ATT005181,EMP0432,2025-09-01 00:00:00,22,19,0,3,0
